run_id,algo,benchmark,seed,step,context,fitness,best_fitness,llm_queries,llm_queries_cum,time_ms,gen_progress,no_improve_steps,fitness_slope,pop_diversity,selected_model,improvement
decay_toy_42,decay,toy,42,0,none,0.0,0.0,1,1,0.18334388732910156,0.0,1,0.0,0.8,balanced_model,False
decay_toy_42,decay,toy,42,1,none,0.3592436845459131,0.3592436845459131,1,2,0.09250640869140625,0.002,0,0.0,0.8,accurate_model,True
decay_toy_42,decay,toy,42,2,none,0.04485257632791294,0.3592436845459131,1,3,0.10418891906738281,0.004,1,0.1796218419735868,0.8,fast_model,False
decay_toy_42,decay,toy,42,3,none,0.10948185501486002,0.3592436845459131,1,4,0.07343292236328125,0.006,2,0.1077731053098874,0.8,balanced_model,False
decay_toy_42,decay,toy,42,4,none,0.10523399292248649,0.3592436845459131,1,5,0.118255615234375,0.008,3,0.07184873689481294,1.0,balanced_model,False
decay_toy_42,decay,toy,42,5,none,0.1278339162570806,0.3592436845459131,1,6,0.08869171142578125,0.01,4,0.05132052635881427,0.9136211302519301,accurate_model,False
decay_toy_42,decay,toy,42,6,none,0.0,0.3592436845459131,1,7,0.08821487426757812,0.012,5,0.038490394770812605,1.0,balanced_model,False
decay_toy_42,decay,toy,42,7,none,0.09754168636095195,0.3592436845459131,1,8,0.09369850158691406,0.014,6,0.029936973711268442,1.0,accurate_model,False
decay_toy_42,decay,toy,42,8,none,0.0,0.3592436845459131,1,9,0.08535385131835938,0.016,7,0.02394957896928402,1.0,fast_model,False
decay_toy_42,decay,toy,42,9,none,0.0,0.3592436845459131,1,10,0.08130073547363281,0.018,8,0.019595110065903174,1.0,fast_model,False
decay_toy_42,decay,toy,42,10,none,0.0,0.3592436845459131,1,11,0.07534027099609375,0.02,9,0.0,1.0,accurate_model,False
decay_toy_42,decay,toy,42,11,none,0.06062982184450459,0.3592436845459131,1,12,0.09202957153320312,0.022,10,0.0,0.9134938124939899,fast_model,False
