run_id,algo,benchmark,seed,step,context,fitness,best_fitness,llm_queries,llm_queries_cum,time_ms,gen_progress,no_improve_steps,fitness_slope,pop_diversity,selected_model,improvement
context_synthetic_42,context,synthetic,42,0,early,0.23169787625456445,0.23169787625456445,1,1,0.19025802612304688,0.0,0,0.0,0.8,balanced_model,True
context_synthetic_42,context,synthetic,42,1,early,0.3965137164496376,0.3965137164496376,1,2,0.10824203491210938,0.0006666666666666666,0,0.0,0.8,balanced_model,True
context_synthetic_42,context,synthetic,42,2,early,0.20491433075917884,0.3965137164496376,1,3,0.12564659118652344,0.0013333333333333333,1,0.08240791996019019,0.8,fast_model,False
context_synthetic_42,context,synthetic,42,3,early,0.10102032832139438,0.3965137164496376,1,4,0.1251697540283203,0.002,2,0.04944475203379966,0.8,fast_model,False
context_synthetic_42,context,synthetic,42,4,early,0.06921292911426762,0.3965137164496376,1,5,0.17690658569335938,0.0026666666666666666,3,0.03296316803242213,0.5748957450785552,fast_model,False
context_synthetic_42,context,synthetic,42,5,early,0.11963675612141339,0.3965137164496376,1,6,0.16069412231445312,0.0033333333333333335,4,0.023545120025625227,0.5853531231425142,accurate_model,False
context_synthetic_42,context,synthetic,42,6,early,0.2657823512039554,0.3965137164496376,1,7,0.14519691467285156,0.004,5,0.017658840019999775,0.5297239518969983,balanced_model,False
context_synthetic_42,context,synthetic,42,7,early,0.15862723749996074,0.3965137164496376,1,8,0.16617774963378906,0.004666666666666667,6,0.013734653349180705,0.5127748885076316,balanced_model,False
context_synthetic_42,context,synthetic,42,8,early,0.29611586585193417,0.3965137164496376,1,9,0.1556873321533203,0.005333333333333333,7,0.0109877226794681,0.4829414271916663,balanced_model,False
context_synthetic_42,context,synthetic,42,9,early,0.10291123187338924,0.3965137164496376,1,10,0.33354759216308594,0.006,8,0.008989954919622338,0.5070963359921238,accurate_model,False
context_synthetic_42,context,synthetic,42,10,early,0.07222083030611476,0.3965137164496376,1,11,0.3046989440917969,0.006666666666666667,9,3.4450556884920606e-17,0.582891465765341,fast_model,False
context_synthetic_42,context,synthetic,42,11,early,0.12078475970905901,0.3965137164496376,1,12,0.31495094299316406,0.007333333333333333,10,3.4450556884920606e-17,0.49870608104209047,accurate_model,False
context_synthetic_42,context,synthetic,42,12,early,0.3472115205019669,0.3965137164496376,1,13,0.28824806213378906,0.008,11,3.4450556884920606e-17,0.5747919459469498,balanced_model,False
context_synthetic_42,context,synthetic,42,13,early,0.18130832444351508,0.3965137164496376,1,14,0.26416778564453125,0.008666666666666666,12,3.4450556884920606e-17,0.5342576995838415,accurate_model,False
context_synthetic_42,context,synthetic,42,14,early,0.21629130709903305,0.3965137164496376,1,15,0.2663135528564453,0.009333333333333334,13,3.4450556884920606e-17,0.4592992441987539,balanced_model,False
context_synthetic_42,context,synthetic,42,15,early,0.2134399903356502,0.3965137164496376,1,16,0.25653839111328125,0.01,14,3.4450556884920606e-17,0.4228064307406223,balanced_model,False
context_synthetic_42,context,synthetic,42,16,early,0.0,0.3965137164496376,1,17,0.2651214599609375,0.010666666666666666,15,3.4450556884920606e-17,0.5762374535214477,fast_model,False
context_synthetic_42,context,synthetic,42,17,early,0.4046102396032155,0.4046102396032155,1,18,0.2620220184326172,0.011333333333333334,0,0.00044162853564435836,0.6168082715985718,balanced_model,True
context_synthetic_42,context,synthetic,42,18,early,0.12470757041828642,0.4046102396032155,1,19,0.2624988555908203,0.012,1,0.000785117396701093,0.6570969557936658,balanced_model,False
context_synthetic_42,context,synthetic,42,19,early,0.10067309070235927,0.4046102396032155,1,20,0.25081634521484375,0.012666666666666666,2,0.001030466583170135,0.6587416915933775,balanced_model,False
context_synthetic_42,context,synthetic,42,20,early,0.19284093661634255,0.4046102396032155,1,21,0.26416778564453125,0.013333333333333334,3,0.0011776760950515878,0.5883987818131791,fast_model,False
context_synthetic_42,context,synthetic,42,21,early,0.568677760285139,0.568677760285139,1,22,0.2551078796386719,0.014,0,0.01017588342397822,0.6642328422532747,balanced_model,True
context_synthetic_42,context,synthetic,42,22,early,0.12525483156553352,0.568677760285139,1,23,0.2651214599609375,0.014666666666666666,1,0.01708725385795436,0.7252162075528774,fast_model,False
context_synthetic_42,context,synthetic,42,23,early,0.20590340011371827,0.568677760285139,1,24,0.2627372741699219,0.015333333333333332,2,0.02191178739698008,0.7154168079837372,balanced_model,False
context_synthetic_42,context,synthetic,42,24,early,0.32627629931348684,0.568677760285139,1,25,0.2658367156982422,0.016,3,0.024649484041055235,0.6964116235943798,balanced_model,False
context_synthetic_42,context,synthetic,42,25,early,0.16842763749326017,0.568677760285139,1,26,0.26917457580566406,0.016666666666666666,4,0.0253003437901799,0.7147946729621049,fast_model,False
context_synthetic_42,context,synthetic,42,26,early,0.46454862900057436,0.568677760285139,1,27,0.26035308837890625,0.017333333333333333,5,0.02386436664435414,0.5769467388421867,balanced_model,False
context_synthetic_42,context,synthetic,42,27,early,0.16689208403502376,0.568677760285139,1,28,0.2665519714355469,0.018,6,0.02088132081380994,0.614272739868806,balanced_model,False
context_synthetic_42,context,synthetic,42,28,early,0.41404180937790824,0.568677760285139,1,29,0.2579689025878906,0.018666666666666668,7,0.01590957776290274,0.5565990810291765,balanced_model,False
context_synthetic_42,context,synthetic,42,29,early,0.11976754853640205,0.568677760285139,1,30,0.2627372741699219,0.019333333333333334,8,0.008949137491632803,0.5452056475356516,balanced_model,False
context_synthetic_42,context,synthetic,42,30,early,0.35137823077693703,0.568677760285139,1,31,0.25534629821777344,0.02,9,0.0,0.511478218394087,balanced_model,False
context_synthetic_42,context,synthetic,42,31,early,0.26897118093656547,0.568677760285139,1,32,0.26917457580566406,0.020666666666666667,10,0.0,0.44686202874806497,balanced_model,False
context_synthetic_42,context,synthetic,42,32,early,0.1898938022770871,0.568677760285139,1,33,0.25653839111328125,0.021333333333333333,11,0.0,0.41337139200430467,balanced_model,False
context_synthetic_42,context,synthetic,42,33,early,0.28518418558859565,0.568677760285139,1,34,0.2655982971191406,0.022,12,0.0,0.39464891840159605,balanced_model,False
context_synthetic_42,context,synthetic,42,34,early,0.34925788167322,0.568677760285139,1,35,0.26488304138183594,0.02266666666666667,13,0.0,0.3960034371994005,balanced_model,False
context_synthetic_42,context,synthetic,42,35,early,0.24704952074220915,0.568677760285139,1,36,0.25534629821777344,0.023333333333333334,14,0.0,0.3661219616587488,accurate_model,False
context_synthetic_42,context,synthetic,42,36,early,0.12241681177148654,0.568677760285139,1,37,0.263214111328125,0.024,15,0.0,0.3821889966516335,balanced_model,False
context_synthetic_42,context,synthetic,42,37,early,0.16993518819293665,0.568677760285139,1,38,0.2548694610595703,0.024666666666666667,16,0.0,0.380679166695196,balanced_model,False
context_synthetic_42,context,synthetic,42,38,early,0.1467682351569921,0.568677760285139,1,39,0.26869773864746094,0.025333333333333333,17,0.0,0.37024159502989884,accurate_model,False
context_synthetic_42,context,synthetic,42,39,early,0.0,0.568677760285139,1,40,0.2562999725341797,0.026,18,0.0,0.48672448498840154,balanced_model,False
context_synthetic_42,context,synthetic,42,40,early,0.0,0.568677760285139,1,41,0.2608299255371094,0.02666666666666667,19,0.0,0.6194333830357528,balanced_model,False
context_synthetic_42,context,synthetic,42,41,early,0.0,0.568677760285139,1,42,0.2617835998535156,0.027333333333333334,20,0.0,0.7767065367934095,balanced_model,False
context_synthetic_42,context,synthetic,42,42,early,0.04327010101980001,0.568677760285139,1,43,0.2651214599609375,0.028,21,0.0,0.8847224107710027,balanced_model,False
context_synthetic_42,context,synthetic,42,43,early,0.19752838106180262,0.568677760285139,1,44,0.2560615539550781,0.028666666666666667,22,0.0,0.881049823606109,accurate_model,False
context_synthetic_42,context,synthetic,42,44,early,0.04169148065664836,0.568677760285139,1,45,0.27108192443847656,0.029333333333333333,23,0.0,0.8954413204381555,balanced_model,False
